"","id_bu","id_bu_encuesta","encuesta","encuesta_a","encuesta_m","pond","secu","estrato","region_3","zona_u_r","gse","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","bienestar_2","bienestar_7_a","bienestar_7_d","bienestar_7_f","bienestar_7_g","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_gz","eval_act_pol_1_gy","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_fo","eval_act_pol_1_co","eval_act_pol_1_hc","eval_act_pol_1_gq","eval_act_pol_1_gw","eval_act_pol_1_gx","eval_act_pol_1_ha","eval_act_pol_1_gu","eval_act_pol_1_dv","eval_act_pol_1_ae","eval_act_pol_1_em","eval_act_pol_1_ep","eval_act_pol_1_en","eval_act_pol_1_hb","eval_act_pol_1_fw","confianza_6_a","confianza_6_b","confianza_6_c","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","confianza_6_ac","democracia_21","pobreza_62","democracia_19","religion_63","religion_81_b","religion_81_a","mtf_66","mtf_53","mtf_45_d","mtf_45_h","mtf_45_k","religion_14","religion_15_b","religion_15_c","religion_15_d","religion_15_e","religion_15_f","religion_64","religion_82","religion_2","religion_91","religion_86","religion_88_a","religion_88_b","religion_88_c","religion_89","confianza_16_a","confianza_16_b","confianza_16_c","confianza_16_d","confianza_16_e","confianza_16_f","confianza_16_g","confianza_16_h","religion_31_a","religion_31_b","religion_31_c","religion_32_b","religion_33_a","religion_33_b","religion_90_a","religion_90_b","religion_90_c","religion_90_d","religion_71_a","religion_71_b","religion_72_b","religion_67","religion_39_g","religion_39_c","religion_39_d","religion_59_b","religion_59_c","religion_59_e","religion_37_a","religion_37_b","religion_37_c","religion_37_d","religion_37_g","religion_37_e","religion_75_d","religion_75_e","interes_pol_1_b","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b_2","municipio_17_a","municipio_17_b","municipio_17_c","elec_muni_17","elec_muni_14_d","estallido_5","estallido_17","sexo","edad","info_enc_59_2","info_enc_58","info_enc_30_b","info_enc_8","mtf_60","estado_civil_g","info_enc_61","esc_nivel_1_c","info_enc_57","info_hogar_28_c","info_enc_62","salud_5_b"
"377","377-92",377,92,2024,8,1.10415212,92287,11,7,2,3,3,1,9,1,3,10,4,5,5,5,4,4,4,3,2,1,2,2,2,1,1,6,6,4,6,2,3,6,6,6,2,3,6,6,4,6,2,1,4,4,4,3,3,3,3,3,4,2,4,4,4,3,3,3,2,3,4,3,1,10,10,2,1,2,4,2,3,2,3,1,1,3,1,1,2,1,5,2,2,1,6,3,1,3,3,3,3,4,2,3,2,2,2,2,3,3,1,5,10,0,5,1,2,4,4,1,2,4,2,2,2,1,2,2,2,3,1,2,3,4,15,15,2,NA,1,8,2,3,3,3,5,5,1,38,1,2,NA,1,1,1,2,4,1,NA,1,5
"378","378-92",378,92,2024,8,0.25008618,92287,11,7,2,3,1,3,10,4,3,10,4,4,5,4,3,4,4,3,2,5,2,6,6,6,2,6,6,4,6,3,6,6,6,6,6,4,6,6,6,6,6,4,1,1,4,4,4,4,4,3,3,3,4,4,4,3,4,4,3,4,4,3,10,10,10,2,2,3,4,2,4,5,1,1,1,1,1,1,3,2,1,2,1,1,4,5,2,4,4,4,3,2,4,1,3,2,2,2,2,3,2,10,1,10,0,2,4,3,4,2,2,4,2,2,2,1,1,1,1,4,4,4,4,5,15,15,1,2,NA,10,2,7,3,3,5,4,2,60,1,2,NA,1,2,1,2,1,1,NA,1,5
"379","379-92",379,92,2024,8,0.37512927,92287,11,7,2,3,9,1,6,3,2,9,5,5,5,-7,4,1,4,2,1,4,4,6,2,5,4,4,6,5,6,6,6,6,6,5,2,2,3,6,2,6,4,3,1,2,4,4,1,3,3,3,4,1,3,4,3,3,3,1,1,3,3,1,8,10,10,2,2,4,1,2,5,5,1,1,1,1,1,1,2,2,5,1,3,1,7,5,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,9,1,5,1,2,2,5,4,2,2,4,5,2,2,1,1,2,1,3,2,2,3,5,24,NA,1,1,NA,7,10,2,3,3,2,3,2,60,1,2,NA,1,4,1,2,2,2,1,8,1
"380","380-92",380,92,2024,8,0.50017236,92287,11,7,2,3,1,9,5,3,2,10,4,5,5,-7,3,3,5,2,3,3,5,6,6,5,2,6,6,5,6,6,6,6,6,6,3,2,3,6,1,6,6,4,4,1,4,4,4,4,4,4,4,2,1,4,1,1,4,-8,1,3,4,1,10,8,8,1,1,5,4,2,5,4,2,1,3,1,3,1,2,9,8,1,4,1,2,3,1,4,4,4,4,4,4,4,4,2,2,4,2,2,2,2,1,2,1,2,4,5,4,2,4,4,4,2,4,1,3,4,1,2,4,1,3,5,24,NA,2,NA,1,2,5,8,4,3,5,5,2,60,1,2,NA,1,2,1,2,1,2,1,8,5
"381","381-92",381,92,2024,8,0.97224913,92083,10,7,1,3,3,2,10,2,2,8,4,-7,-7,4,3,3,3,2,2,5,1,6,6,2,1,2,6,3,6,6,6,6,6,6,6,3,6,6,2,6,6,1,3,3,4,4,3,2,3,4,1,3,3,3,3,3,3,1,3,1,4,3,1,10,1,2,2,2,-7,4,4,4,1,3,1,1,1,1,2,1,5,1,1,5,1,2,1,2,3,3,2,4,2,4,1,3,2,4,4,4,5,10,9,1,5,3,3,5,4,2,2,4,3,2,2,3,1,4,4,2,2,2,3,5,15,15,1,3,NA,3,8,1,4,3,5,4,1,60,1,2,NA,2,NA,8,2,2,1,NA,1,2
"382","382-92",382,92,2024,8,1.53913746,92289,13,8,2,3,16,5,6,2,2,8,4,5,5,-7,2,2,4,2,2,5,3,6,6,6,3,6,6,4,6,6,6,6,6,6,2,2,6,6,6,6,6,3,2,2,4,3,2,4,3,3,-8,2,3,3,3,3,2,2,2,3,4,1,5,6,1,2,2,2,1,2,3,3,2,1,3,1,1,1,2,9,8,4,3,1,5,3,9,4,4,4,4,4,4,4,4,1,1,3,4,2,2,5,5,5,5,2,4,4,4,1,3,4,4,3,3,4,2,3,2,4,4,2,2,5,15,15,1,1,NA,4,1,2,3,3,5,4,2,38,1,2,NA,1,1,1,2,4,2,4,8,2
"383","383-92",383,92,2024,8,0.73024815,92289,13,8,2,3,26,3,7,2,1,6,1,-7,-7,-7,3,2,3,3,2,5,5,6,6,6,4,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,1,1,3,2,3,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,-8,6,6,6,4,2,2,-7,1,2,1,1,1,2,4,1,1,-8,1,2,2,1,8,9,5,1,1,3,1,1,1,1,1,2,2,2,4,2,2,2,7,7,5,5,2,2,2,4,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,15,15,1,2,NA,8,1,3,2,1,-8,-8,2,22,1,2,NA,2,NA,8,2,4,1,NA,3,-8
"384","384-92",384,92,2024,8,0.40708401,92288,13,8,2,3,11,14,10,4,1,10,3,5,-7,5,4,2,3,1,1,3,4,6,3,4,4,6,6,5,6,6,6,6,6,6,1,4,3,6,3,6,3,2,2,2,3,2,2,3,2,2,2,2,2,3,3,3,3,2,2,2,3,1,10,5,3,2,2,1,-7,4,1,1,2,1,3,1,1,2,2,9,8,3,2,2,3,4,2,3,3,3,3,3,3,3,3,1,2,2,4,3,2,5,5,5,5,2,4,3,4,1,4,4,2,2,2,3,1,2,2,3,3,1,2,5,15,15,1,-9,NA,5,2,7,3,3,1,3,2,28,1,2,NA,2,NA,2,2,8,1,NA,1,4
"385","385-92",385,92,2024,8,0.36512407,92289,13,8,2,3,5,13,10,3,2,10,4,5,5,-7,4,3,3,2,1,5,4,6,6,3,4,6,3,4,6,6,6,6,6,6,1,4,6,6,2,6,6,2,3,3,3,3,3,4,3,3,3,2,3,3,3,3,4,2,3,3,4,1,8,5,8,1,2,2,4,2,1,2,3,4,4,4,4,4,2,1,8,3,3,1,2,3,1,2,3,4,2,3,3,3,3,2,2,3,2,2,2,5,5,5,5,3,4,4,4,1,2,5,3,2,2,1,1,2,1,2,1,2,1,4,15,15,1,1,NA,2,11,1,3,3,1,2,2,26,1,2,NA,1,1,2,2,5,2,5,8,2
"386","386-92",386,92,2024,8,1.49262727,92138,19,12,1,2,5,10,16,3,1,10,4,5,5,4,4,2,4,2,2,5,3,6,2,3,3,4,2,3,6,3,6,3,2,3,2,3,3,6,2,6,3,3,3,3,4,3,3,3,2,3,1,3,3,4,2,2,3,2,2,2,3,1,6,4,8,2,2,3,4,4,2,1,2,2,2,2,2,2,2,9,7,3,3,1,5,6,1,3,4,3,3,3,2,3,2,2,1,2,2,2,2,5,5,4,5,1,4,2,4,2,3,5,2,1,2,1,2,2,2,3,2,3,1,3,4,NA,1,1,NA,3,10,6,2,3,2,3,1,53,1,2,NA,1,2,1,2,6,1,NA,1,7
"387","387-92",387,92,2024,8,2.77176953,92138,19,12,1,2,1,13,6,4,2,10,5,-7,-7,-7,3,3,3,2,1,5,4,6,3,6,4,6,6,5,6,6,6,6,6,6,3,6,6,6,6,6,6,3,3,3,3,3,2,2,2,1,3,3,3,3,3,3,3,2,3,3,4,2,8,8,3,2,1,2,-7,4,2,2,2,1,2,3,1,2,2,9,8,3,2,1,5,4,1,3,3,3,3,3,3,3,3,2,3,1,3,2,1,4,4,4,5,4,2,3,2,3,4,3,4,2,2,2,2,2,2,2,2,2,3,3,3,NA,1,1,NA,2,4,3,3,5,2,3,1,24,1,2,NA,2,NA,8,1,7,2,7,4,2
"388","388-92",388,92,2024,8,0.27344403,92287,11,7,2,3,10,11,1,3,3,10,4,-7,5,5,2,3,4,3,2,10,2,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,4,3,4,4,3,3,4,1,4,4,3,3,4,1,1,1,3,3,6,10,7,2,2,3,1,2,4,2,2,1,1,1,1,1,2,2,1,1,1,1,3,2,2,4,4,4,4,3,4,3,3,4,4,2,2,2,4,10,1,5,5,2,4,2,4,2,1,4,2,2,2,1,1,1,1,4,4,1,2,5,15,15,1,-8,NA,3,2,8,3,3,-8,4,2,74,1,2,NA,2,NA,5,2,1,1,NA,7,5
"389","389-92",389,92,2024,8,0.8203321,92287,11,7,2,3,9,26,6,2,3,6,4,4,4,2,3,3,4,3,2,5,1,6,6,2,2,2,6,3,6,3,6,6,6,4,4,4,4,6,4,3,6,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,3,4,3,3,4,3,10,10,1,1,1,2,1,2,2,5,2,3,3,3,3,3,2,3,8,1,1,4,1,7,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,5,5,5,0,4,2,2,2,1,5,3,1,3,2,3,1,4,2,2,4,1,3,3,24,NA,2,NA,2,8,2,4,3,4,5,1,2,66,1,2,NA,2,NA,1,2,2,2,-8,7,5
"390","390-92",390,92,2024,8,0.63795635,92287,11,7,2,3,3,6,14,3,2,6,5,4,4,-7,3,3,3,2,2,5,4,6,6,6,2,6,6,4,6,6,6,6,6,6,6,2,6,6,3,6,6,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,10,5,2,2,1,4,2,2,3,2,1,1,2,1,2,2,9,8,3,3,1,5,3,9,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,4,4,2,2,4,3,3,3,3,3,3,3,3,3,15,15,2,NA,1,5,8,9,3,3,1,3,2,32,1,2,NA,1,1,8,2,3,1,NA,8,1
"391","391-92",391,92,2024,8,1.01143905,92083,10,7,1,3,6,7,9,3,1,9,5,5,4,-7,3,2,4,1,2,7,3,5,6,3,2,6,4,4,2,6,6,6,6,3,4,4,6,2,1,2,6,3,3,3,3,3,2,3,3,3,-8,1,3,3,3,1,1,1,1,1,3,3,9,10,8,1,4,4,1,2,2,3,2,1,1,2,2,1,2,2,4,2,1,1,2,6,1,1,3,2,4,3,3,2,1,5,5,3,3,3,2,5,5,5,2,5,3,4,4,2,5,5,1,1,1,2,1,2,1,2,3,1,1,4,-8,-8,1,1,NA,2,4,8,1,3,5,5,2,72,1,2,NA,1,4,1,2,2,2,2,7,5
"392","392-92",392,92,2024,8,0.36512407,92289,13,8,2,3,5,13,6,2,2,10,4,-7,-7,-7,3,3,4,2,3,3,3,6,3,3,4,3,6,4,6,6,6,6,6,6,2,4,3,6,6,6,6,3,4,2,4,3,3,3,3,3,3,2,4,3,3,4,3,1,2,2,4,1,10,8,1,1,1,1,-7,2,2,3,3,4,4,4,4,4,1,1,8,3,1,1,2,5,1,2,4,3,3,4,3,3,3,2,2,2,2,2,3,5,8,5,5,1,4,2,4,1,3,4,2,2,2,2,2,3,2,3,4,4,1,5,15,15,2,NA,1,3,5,2,4,3,5,4,2,18,1,2,NA,2,NA,8,1,5,2,4,4,5
"393","393-92",393,92,2024,8,0.65971278,92289,13,8,2,3,1,6,3,3,2,10,5,5,5,-7,3,3,3,3,1,-9,4,6,6,3,3,3,6,4,6,6,6,6,6,3,2,4,3,6,6,6,6,3,1,3,3,3,3,2,2,2,3,2,3,3,4,3,3,3,3,3,3,3,10,10,1,1,3,4,1,1,4,2,1,1,1,1,1,1,3,2,1,1,1,1,7,3,2,3,3,3,3,1,3,1,3,2,2,2,2,4,4,5,5,10,0,1,4,2,4,2,4,4,2,2,2,1,1,-89,1,4,4,4,2,5,15,15,1,-8,NA,1,2,3,3,3,-8,5,2,65,1,2,NA,1,1,1,2,2,2,3,8,1
"394","394-92",394,92,2024,8,0.89025471,92289,13,8,2,3,3,10,17,3,2,8,4,5,4,4,3,3,3,2,2,5,3,6,6,4,3,6,6,3,6,6,6,6,6,6,3,2,6,6,6,6,3,2,2,3,4,3,2,3,2,3,3,3,3,3,3,3,3,2,2,4,4,1,5,8,10,1,2,2,3,1,3,2,2,1,2,1,1,1,2,1,6,2,2,1,4,5,1,2,2,2,2,2,2,2,2,2,2,3,2,4,2,10,9,6,3,2,3,5,4,1,2,5,2,2,2,1,1,1,1,3,3,2,3,4,15,15,1,1,NA,8,11,2,3,3,2,3,1,48,1,2,NA,1,1,1,2,4,1,NA,1,3
"395","395-92",395,92,2024,8,1.28284299,92289,13,8,2,3,3,5,8,2,2,5,4,-7,-7,4,3,3,3,2,1,5,3,6,6,6,3,6,6,3,6,6,6,6,6,6,2,3,6,6,6,6,3,4,4,3,4,3,3,4,3,3,2,3,4,3,4,3,3,2,2,3,4,1,6,10,7,3,2,1,-7,2,3,2,2,3,3,3,3,2,2,9,8,2,3,1,3,5,2,4,4,4,3,3,4,3,2,1,2,2,3,2,3,5,5,5,5,2,3,4,4,2,4,4,2,2,2,2,3,3,2,2,2,2,2,4,15,15,1,1,NA,3,8,11,3,3,3,3,1,28,1,2,NA,2,NA,8,2,7,1,NA,1,4
"396","396-92",396,92,2024,8,0.75340714,92055,6,5,1,3,5,13,-8,3,2,7,5,4,5,4,3,3,4,1,1,1,5,6,6,5,5,6,6,5,6,6,6,6,6,6,1,2,3,6,6,6,6,4,4,1,4,3,4,4,1,-8,3,1,1,4,4,4,2,1,4,2,3,3,5,5,10,2,2,5,4,1,4,1,1,1,1,1,1,1,3,1,8,1,4,9,6,-8,1,1,4,3,4,4,1,3,4,2,2,2,2,2,4,4,5,5,5,2,4,2,4,2,2,4,2,2,2,4,4,4,1,3,4,1,3,5,9,NA,1,1,NA,8,6,2,4,3,1,3,1,86,1,2,NA,1,5,2,2,1,1,NA,1,5
"397","397-92",397,92,2024,8,0.94194701,92055,6,5,1,3,1,3,11,2,2,8,4,4,5,4,3,3,3,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,4,4,3,8,8,7,1,3,2,4,2,2,2,2,-89,-8,4,-8,-8,2,9,8,3,4,1,2,4,1,4,4,4,4,4,4,4,3,2,5,5,1,2,4,4,3,3,8,-8,-8,5,4,1,4,4,5,5,5,4,3,4,3,4,4,4,4,5,15,15,1,-8,NA,5,8,3,4,3,5,3,2,38,1,2,NA,1,1,2,2,8,2,3,1,2
"398","398-92",398,92,2024,8,2.63644179,92088,12,8,1,1,9,14,3,1,3,5,4,3,2,2,2,3,5,3,2,10,1,6,1,1,1,1,2,2,6,2,5,4,6,5,5,4,3,4,3,3,4,3,4,1,4,4,4,4,4,4,4,1,4,4,2,4,4,1,3,4,4,2,10,10,8,5,5,1,4,2,5,3,1,1,1,1,1,1,1,9,8,4,4,1,5,3,1,4,4,4,4,4,4,4,4,1,1,4,1,1,1,5,5,5,5,3,1,5,2,4,5,3,4,4,4,4,4,4,4,4,1,4,3,3,13,NA,1,2,NA,9,2,6,2,2,5,5,1,43,1,2,NA,1,4,3,2,8,1,NA,1,7
"399","399-92",399,92,2024,8,0.73390719,92041,6,5,1,2,2,9,12,3,2,8,4,4,4,-7,3,3,4,2,1,3,4,6,6,4,4,6,6,4,6,6,6,6,3,6,2,3,6,6,6,4,6,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,1,6,6,7,2,1,3,4,1,2,4,2,4,1,1,4,1,2,9,8,3,3,5,3,1,1,3,3,3,3,3,3,3,3,1,1,1,3,2,2,3,3,3,4,2,2,4,4,2,2,5,2,2,2,2,2,2,2,2,3,2,2,3,7,NA,1,1,NA,2,8,11,2,1,4,3,1,75,1,2,NA,1,4,1,2,5,1,NA,7,3
"400","400-92",400,92,2024,8,0.48927146,92041,6,5,1,1,3,14,5,2,3,10,4,4,5,-8,4,3,5,2,2,9,1,6,1,1,1,2,1,1,5,2,3,6,1,5,4,4,3,2,4,3,4,3,2,1,4,3,3,3,2,3,3,1,4,4,1,3,4,2,3,3,3,2,10,10,10,1,1,2,2,3,5,2,2,3,3,2,4,2,1,9,7,2,3,3,5,1,1,4,3,3,2,3,2,3,2,2,2,2,2,2,1,5,5,5,5,2,2,3,4,1,4,4,2,2,2,2,2,3,2,3,2,2,1,3,18,NA,1,2,NA,5,8,1,2,2,5,5,1,73,1,2,NA,1,2,1,2,4,1,NA,7,2
"401","401-92",401,92,2024,8,1.02342395,92041,6,5,1,1,3,2,17,3,2,6,4,5,5,4,4,2,4,3,2,5,3,6,1,2,3,3,6,2,6,6,6,6,6,3,1,3,2,6,3,3,3,4,4,2,4,3,3,4,3,3,4,2,3,4,3,3,4,3,3,2,3,1,7,5,7,2,2,1,4,2,3,2,3,4,4,4,4,4,2,1,8,3,3,3,1,7,1,4,4,4,3,4,4,4,3,2,1,4,3,3,2,5,5,5,3,3,3,4,4,1,4,5,3,2,2,1,1,3,2,2,2,4,1,3,15,15,1,2,NA,8,5,10,2,2,5,5,1,35,1,2,NA,1,1,2,2,10,1,NA,1,7
"402","402-92",402,92,2024,8,0.71433933,92170,20,13,1,4,1,26,10,3,2,8,4,-7,4,-7,3,3,3,2,1,5,5,6,2,3,2,4,6,5,6,4,3,6,6,6,4,3,4,6,6,4,6,2,3,3,4,3,2,3,4,4,4,2,3,3,3,3,3,2,2,3,4,2,10,10,10,2,2,2,4,2,4,3,1,1,1,1,1,1,2,2,7,3,2,1,5,3,1,3,3,3,3,2,3,2,3,2,2,2,2,2,2,3,5,5,3,3,3,3,4,2,2,3,2,2,2,1,1,1,1,1,1,1,2,3,15,15,1,3,NA,2,1,4,3,3,5,4,2,74,1,2,NA,1,2,6,2,1,1,NA,7,1
"403","403-92",403,92,2024,8,0.66039652,92142,20,13,1,3,3,2,14,3,2,3,2,3,5,3,3,3,4,2,1,5,4,6,3,3,3,3,3,3,6,1,6,3,2,3,1,3,3,1,1,1,1,3,4,3,4,4,4,4,2,4,3,3,2,4,4,2,2,3,2,2,4,1,10,10,10,5,5,2,1,1,1,1,3,4,4,4,4,4,1,1,4,3,1,1,7,6,1,2,3,2,2,4,2,4,2,5,4,4,4,5,2,1,7,1,5,1,5,4,4,5,3,5,2,1,1,1,2,4,1,3,3,4,2,5,15,15,2,NA,1,8,5,2,3,3,1,2,2,57,1,2,NA,1,2,8,2,6,1,NA,2,4
"404","404-92",404,92,2024,8,1.31163579,92142,20,13,1,3,3,14,9,3,2,10,4,-7,-7,5,3,3,3,2,2,6,3,2,3,3,1,3,3,2,3,3,6,-9,6,-9,4,3,3,6,3,3,3,2,2,2,4,2,4,4,2,3,3,3,3,3,2,3,2,2,2,4,4,1,7,7,8,2,3,2,4,2,3,2,2,3,3,3,3,2,1,1,5,1,2,1,5,3,1,3,2,3,2,2,2,2,1,3,2,3,3,3,2,7,6,6,5,2,2,4,3,1,3,5,2,1,2,1,1,1,2,2,2,2,2,3,15,18,1,2,NA,6,8,7,3,3,2,4,1,33,1,2,NA,2,NA,8,2,7,1,NA,1,5
"405","405-92",405,92,2024,8,0.34420226,92176,20,13,1,2,9,17,3,3,2,9,5,-7,4,4,4,3,4,3,1,5,4,6,2,3,3,4,2,2,1,2,6,6,1,2,1,4,3,3,1,4,1,4,3,2,4,1,2,2,1,3,4,2,3,3,2,2,2,2,2,2,1,1,9,6,8,2,3,3,1,1,1,1,3,4,4,4,4,4,2,9,8,4,3,1,6,4,1,3,4,4,3,4,3,4,2,1,1,5,1,3,2,5,5,5,5,2,5,4,4,1,4,5,3,2,2,2,2,2,2,1,3,2,1,4,2,NA,1,-9,NA,5,6,9,3,2,5,5,2,44,1,2,NA,1,2,1,2,8,1,NA,1,7
"406","406-92",406,92,2024,8,0.7899741,92142,20,13,1,3,5,26,3,3,2,8,5,-7,-7,-7,4,2,2,1,1,3,5,3,-8,3,4,6,3,5,2,3,3,3,3,3,2,4,6,6,4,3,4,4,4,3,3,3,2,4,2,4,2,3,2,3,4,2,3,3,2,2,3,1,4,7,3,4,3,2,-7,1,1,2,3,4,3,4,4,4,2,9,7,2,4,2,6,4,1,4,4,4,2,3,2,4,3,1,1,4,5,3,3,5,5,5,5,1,4,4,2,5,5,5,2,2,2,2,3,3,3,3,2,4,2,4,17,NA,1,1,NA,3,8,2,3,1,2,2,2,21,1,2,NA,2,NA,8,1,7,2,4,10,8
"407","407-92",407,92,2024,8,1.38089048,92142,20,13,1,3,3,9,5,1,2,4,4,3,3,4,3,3,5,2,2,8,1,2,1,2,1,3,6,3,6,6,6,6,6,6,2,4,4,6,2,4,3,3,4,1,4,2,2,3,3,3,2,1,4,4,3,3,3,1,2,4,3,1,9,10,10,1,1,2,4,1,5,2,2,3,1,4,4,4,2,1,8,3,3,1,5,4,1,3,3,4,3,4,3,4,2,2,2,3,1,3,1,5,5,2,2,2,2,5,2,2,3,4,3,3,2,1,2,4,3,1,2,1,1,5,15,13,1,4,NA,8,2,5,3,2,5,5,1,50,1,2,NA,1,1,6,1,5,1,NA,1,2
"408","408-92",408,92,2024,8,0.44026435,92142,20,13,1,3,1,14,11,3,1,7,4,-7,5,4,4,2,3,2,1,5,3,6,4,4,4,4,6,5,6,-8,6,6,4,2,1,2,3,6,2,6,2,3,3,3,3,4,3,3,1,3,2,3,2,3,3,3,3,3,3,-8,4,1,7,10,1,2,3,2,1,2,2,2,3,4,4,4,4,4,2,1,7,1,3,5,1,6,1,3,-9,4,1,4,1,-8,-9,2,1,2,3,2,2,5,5,5,5,2,4,4,2,2,4,4,2,2,2,3,4,4,2,3,2,3,2,3,9,NA,1,1,NA,3,8,5,3,1,1,3,2,56,1,2,NA,1,1,6,2,4,1,NA,1,3
"409","409-92",409,92,2024,8,0.63406577,92042,6,5,1,3,3,1,17,3,3,8,5,-7,-7,4,4,2,4,2,2,8,3,6,6,6,2,4,6,3,6,6,6,6,6,3,3,4,6,6,6,6,6,3,4,2,4,3,-8,4,3,3,3,2,3,3,3,2,3,1,1,1,4,1,10,10,10,1,1,2,-7,3,3,2,2,1,1,1,1,1,2,1,8,3,2,3,6,1,1,4,4,4,3,4,3,4,3,2,2,2,2,2,1,5,5,1,5,1,2,5,4,1,3,5,3,3,3,2,1,3,1,2,2,1,1,3,18,NA,2,NA,2,8,5,2,1,3,5,4,1,41,2,2,NA,2,NA,8,2,4,1,NA,1,3
"410","410-92",410,92,2024,8,1.31870265,92042,6,5,1,2,3,5,16,3,3,7,4,-7,4,4,4,2,4,3,2,5,3,6,6,2,2,2,3,3,6,6,6,6,6,6,3,4,3,6,3,6,4,3,4,2,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,2,2,3,1,10,7,3,5,2,1,1,1,1,2,4,4,4,4,4,2,1,3,2,2,1,7,2,1,2,3,3,2,2,3,3,3,2,3,3,2,2,2,5,5,5,5,2,4,4,4,2,4,4,2,2,2,2,2,4,2,2,2,2,1,4,15,10,1,2,NA,1,5,8,2,3,3,2,2,53,1,2,NA,1,3,6,2,7,1,NA,2,5
"411","411-92",411,92,2024,8,0.64185348,92092,12,8,1,2,3,6,26,4,2,10,5,4,5,5,4,3,3,2,2,5,1,6,2,2,1,6,6,3,6,6,6,6,6,6,5,5,6,6,6,6,6,4,1,1,4,3,3,3,2,4,3,1,3,3,2,3,2,1,2,1,3,2,10,10,10,2,3,2,1,1,5,3,1,4,1,2,3,1,2,2,2,1,1,1,7,5,2,4,3,4,3,3,4,2,3,1,4,2,3,4,5,8,5,10,5,5,4,1,4,2,5,4,2,1,1,1,1,1,1,3,4,3,2,5,15,15,2,NA,4,8,9,2,3,3,5,4,2,47,1,2,NA,1,2,5,2,4,1,NA,2,1
"412","412-92",412,92,2024,8,0.90633904,92170,20,13,1,3,10,3,11,2,1,6,2,3,3,3,3,3,3,2,2,6,2,6,3,3,2,6,3,6,6,3,2,3,6,3,4,3,6,6,3,6,6,3,4,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,-8,3,9,8,3,2,2,4,4,4,5,1,1,1,1,1,1,3,3,1,3,2,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,2,3,4,2,2,4,4,3,2,2,2,2,3,4,1,1,4,2,4,2,3,5,15,15,2,NA,3,7,2,10,4,5,5,4,2,39,1,2,NA,1,2,1,2,3,1,NA,1,2
"413","413-92",413,92,2024,8,0.83929784,92175,20,13,1,4,1,14,11,2,3,5,3,3,3,3,4,2,4,3,2,-9,3,6,3,3,2,2,6,4,6,6,6,6,6,6,2,2,3,6,2,6,6,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,2,-8,4,3,10,10,10,1,1,2,1,1,3,1,2,1,1,1,1,1,2,-8,-9,4,3,1,5,3,9,4,4,4,4,4,4,4,4,1,1,1,1,1,5,2,2,2,2,1,2,3,2,2,1,5,2,2,2,2,2,2,2,1,2,2,2,5,15,15,1,4,NA,7,3,8,4,5,2,4,2,53,1,2,NA,1,1,2,2,2,1,NA,1,1
"414","414-92",414,92,2024,8,0.22604686,92002,1,1,1,2,14,7,11,2,3,9,4,-7,4,-7,2,4,4,2,-9,-9,-9,6,6,-9,-9,-9,-9,-9,6,-9,-9,-9,6,-9,-9,-9,-9,-9,-9,-9,-9,1,3,2,-9,3,3,2,1,4,4,1,2,-9,4,2,2,-9,2,3,4,-9,8,10,1,4,4,2,1,2,4,4,2,1,1,1,-9,1,2,1,6,-9,2,1,-9,NA,1,-8,-9,-9,-9,3,2,-9,3,4,-89,-9,4,-89,-89,5,5,5,5,-9,-8,4,4,2,2,-89,2,2,2,-89,1,-89,1,-89,1,1,4,5,15,15,1,1,NA,8,9,4,-9,3,-8,4,2,66,1,2,NA,1,5,7,2,1,1,NA,7,5
